file,source_path,date,time,crs,width,height,pixel_size_x,pixel_size_y,bbox_left,bbox_bottom,bbox_right,bbox_top,center_lon,center_lat,upper_left_lon,upper_left_lat,upper_right_lon,upper_right_lat,lower_right_lon,lower_right_lat,lower_left_lon,lower_left_lat,error
00039.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00039.tif,2023-01-16,22:36:22,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,48.38975404293455,28.608019812891133,48.573729013122225,28.79199478307881,48.48174152802839,28.70000729798497,48.38975404293455,28.79199478307881,48.573729013122225,28.79199478307881,48.573729013122225,28.608019812891133,48.38975404293455,28.608019812891133,
00040.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00040.tif,2023-01-16,22:37:57,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,48.41364922949213,28.56705663593528,48.59762419967981,28.751031606122957,48.50563671458597,28.65904412102912,48.41364922949213,28.751031606122957,48.59762419967981,28.751031606122957,48.59762419967981,28.56705663593528,48.41364922949213,28.56705663593528,
00041.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00041.tif,2023-01-16,22:39:38,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,48.44553942207837,28.52555446980896,48.629514392266046,28.709529439996636,48.53752690717221,28.617541954902798,48.44553942207837,28.709529439996636,48.629514392266046,28.709529439996636,48.629514392266046,28.52555446980896,48.44553942207837,28.52555446980896,
00042.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00042.tif,2023-01-16,22:40:37,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,48.484077147767096,28.483333651455343,48.66805211795477,28.66730862164302,48.576064632860934,28.57532113654918,48.484077147767096,28.66730862164302,48.66805211795477,28.66730862164302,48.66805211795477,28.483333651455343,48.484077147767096,28.483333651455343,
00043.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00043.tif,2023-01-16,22:41:45,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,48.48524495763645,28.442190811442668,48.66921992782413,28.626165781630345,48.57723244273029,28.534178296536506,48.48524495763645,28.626165781630345,48.66921992782413,28.626165781630345,48.66921992782413,28.442190811442668,48.48524495763645,28.442190811442668,
00045.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00045.tif,2023-01-16,23:10:03,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.26195816306668,25.80823765376646,54.44593313325436,25.99221262395414,54.35394564816052,25.9002251388603,54.26195816306668,25.99221262395414,54.44593313325436,25.99221262395414,54.44593313325436,25.80823765376646,54.26195816306668,25.80823765376646,
00046.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00046.tif,2023-01-16,23:11:18,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.20428632182621,25.897620024536355,54.38826129201389,26.081594994724032,54.29627380692005,25.989607509630194,54.20428632182621,26.081594994724032,54.38826129201389,26.081594994724032,54.38826129201389,25.897620024536355,54.20428632182621,25.897620024536355,
00047.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00047.tif,2023-01-16,23:12:17,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.14203307263673,25.980175199146938,54.326008042824405,26.164150169334615,54.23402055773057,26.072162684240777,54.14203307263673,26.164150169334615,54.326008042824405,26.164150169334615,54.326008042824405,25.980175199146938,54.14203307263673,25.980175199146938,
00048.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00048.tif,2023-01-16,23:13:42,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.205364300167155,25.83617525910258,54.38933927035483,26.020150229290255,54.29735178526099,25.928162744196417,54.205364300167155,26.020150229290255,54.38933927035483,26.020150229290255,54.38933927035483,25.83617525910258,54.205364300167155,25.83617525910258,
00050.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00050.tif,2023-01-16,23:16:48,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.160987525131645,25.402827966043322,54.34496249531932,25.586802936231,54.252975010225484,25.49481545113716,54.160987525131645,25.586802936231,54.34496249531932,25.586802936231,54.34496249531932,25.402827966043322,54.160987525131645,25.402827966043322,
00051.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00051.tif,2023-01-16,23:18:03,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.51420509484745,25.58922838749812,54.698180065035125,25.773203357685798,54.606192579941286,25.68121587259196,54.51420509484745,25.773203357685798,54.698180065035125,25.773203357685798,54.698180065035125,25.58922838749812,54.51420509484745,25.58922838749812,
00052.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00052.tif,2023-01-16,23:19:25,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.51878650279645,25.531826040842887,54.70276147298413,25.715801011030564,54.61077398789029,25.623813525936725,54.51878650279645,25.715801011030564,54.70276147298413,25.715801011030564,54.70276147298413,25.531826040842887,54.51878650279645,25.531826040842887,
00053.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00053.tif,2023-01-16,23:20:23,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.59810774238421,25.501552815768058,54.782082712571885,25.685527785955735,54.69009522747805,25.593540300861896,54.59810774238421,25.685527785955735,54.782082712571885,25.685527785955735,54.782082712571885,25.501552815768058,54.59810774238421,25.501552815768058,
00054.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00054.tif,2023-01-16,23:21:23,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.675273025290075,25.51924962686521,54.85924799547775,25.703224597052888,54.76726051038391,25.61123711195905,54.675273025290075,25.703224597052888,54.85924799547775,25.703224597052888,54.85924799547775,25.51924962686521,54.675273025290075,25.51924962686521,
00055.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00055.tif,2023-01-16,23:26:40,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.718661653513045,25.445767436624234,54.90263662370072,25.62974240681191,54.810649138606884,25.537754921718072,54.718661653513045,25.62974240681191,54.90263662370072,25.62974240681191,54.90263662370072,25.445767436624234,54.718661653513045,25.445767436624234,
00056.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00056.tif,2023-01-16,23:27:00,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.61724185793595,25.34650359772903,54.80121682812363,25.530478567916706,54.70922934302979,25.438491082822868,54.61724185793595,25.530478567916706,54.80121682812363,25.530478567916706,54.80121682812363,25.34650359772903,54.61724185793595,25.34650359772903,
00057.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00057.tif,2023-01-16,23:27:25,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.49489131623888,25.35593590821228,54.678866286426555,25.539910878399958,54.586878801332716,25.44792339330612,54.49489131623888,25.539910878399958,54.678866286426555,25.539910878399958,54.678866286426555,25.35593590821228,54.49489131623888,25.35593590821228,
00058.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00058.tif,2023-01-16,23:27:48,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.39356135219019,25.428609614697553,54.57753632237787,25.61258458488523,54.48554883728403,25.52059709979139,54.39356135219019,25.61258458488523,54.57753632237787,25.61258458488523,54.57753632237787,25.428609614697553,54.39356135219019,25.428609614697553,
00059.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00059.tif,2023-01-16,23:28:26,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.470996129681296,25.240592225731337,54.65497109986897,25.424567195919014,54.562983614775135,25.332579710825176,54.470996129681296,25.424567195919014,54.65497109986897,25.424567195919014,54.65497109986897,25.240592225731337,54.470996129681296,25.240592225731337,
00061.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00061.tif,2023-01-16,23:29:13,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,55.29996147386679,25.492120505284802,55.483936444054464,25.67609547547248,55.391948958960626,25.58410799037864,55.29996147386679,25.67609547547248,55.483936444054464,25.67609547547248,55.483936444054464,25.492120505284802,55.29996147386679,25.492120505284802,
00062.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00062.tif,2023-01-17,01:27:12,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.80325442856311,25.087628529674976,54.987229398750785,25.271603499862653,54.895241913656946,25.179616014768815,54.80325442856311,25.271603499862653,54.987229398750785,25.271603499862653,54.987229398750785,25.087628529674976,54.80325442856311,25.087628529674976,
00064.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00064.tif,2023-01-17,01:27:58,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.50160015615577,25.481988939403447,54.685575126343444,25.665963909591124,54.593587641249606,25.573976424497285,54.50160015615577,25.665963909591124,54.685575126343444,25.665963909591124,54.685575126343444,25.481988939403447,54.50160015615577,25.481988939403447,
00065.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00065.tif,2023-01-17,01:28:21,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.34484413907691,25.45000891528879,54.52881910926459,25.633983885476468,54.43683162417075,25.54199640038263,54.34484413907691,25.633983885476468,54.52881910926459,25.633983885476468,54.52881910926459,25.45000891528879,54.34484413907691,25.45000891528879,
00067.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00067.tif,2023-01-17,01:29:14,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.416170372636,25.470670166823542,54.60014534282368,25.65464513701122,54.50815785772984,25.56265765191738,54.416170372636,25.65464513701122,54.60014534282368,25.65464513701122,54.60014534282368,25.470670166823542,54.416170372636,25.470670166823542,
00069.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00069.tif,2023-01-17,01:29:58,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,54.48668812243938,25.470670166823542,54.67066309262706,25.65464513701122,54.57867560753322,25.56265765191738,54.48668812243938,25.65464513701122,54.67066309262706,25.65464513701122,54.67066309262706,25.470670166823542,54.48668812243938,25.470670166823542,
00073.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00073.tif,2023-01-17,23:05:41,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,-92.14099511348418,19.370509378634164,-91.9570201432965,19.55448434882184,-92.04900762839034,19.462496863728003,-92.14099511348418,19.55448434882184,-91.9570201432965,19.55448434882184,-91.9570201432965,19.370509378634164,-92.14099511348418,19.370509378634164,
00074.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00074.tif,2023-01-18,00:10:25,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,-92.14299775237366,19.30666204932628,-91.95902278218598,19.490637019513958,-92.05101026727982,19.39864953442012,-92.14299775237366,19.490637019513958,-91.95902278218598,19.490637019513958,-91.95902278218598,19.30666204932628,-92.14299775237366,19.30666204932628,
00075.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00075.tif,2023-01-18,00:11:41,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,-92.19689666942082,19.369364456157825,-92.01292169923315,19.553339426345502,-92.10490918432698,19.461351941251664,-92.19689666942082,19.553339426345502,-92.01292169923315,19.553339426345502,-92.01292169923315,19.369364456157825,-92.19689666942082,19.369364456157825,
00076.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00076.tif,2023-01-18,00:12:06,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,-92.13248746354945,19.375023842447778,-91.94851249336178,19.558998812635455,-92.04049997845561,19.467011327541616,-92.13248746354945,19.558998812635455,-91.94851249336178,19.558998812635455,-91.94851249336178,19.375023842447778,-92.13248746354945,19.375023842447778,
00077.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00077.tif,2023-01-18,00:12:27,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,-92.25546682594542,19.40700386656243,-92.07149185575774,19.590978836750107,-92.16347934085158,19.49899135165627,-92.25546682594542,19.590978836750107,-92.07149185575774,19.590978836750107,-92.07149185575774,19.40700386656243,-92.25546682594542,19.40700386656243,
00078.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00078.tif,2023-01-18,00:12:49,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,-92.32993716299893,19.44096018430215,-92.14596219281125,19.624935154489826,-92.23794967790509,19.532947669395988,-92.32993716299893,19.624935154489826,-92.14596219281125,19.624935154489826,-92.14596219281125,19.44096018430215,-92.32993716299893,19.44096018430215,
00079.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00079.tif,2023-01-18,00:13:12,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,-92.46468445561686,19.450482326313818,-92.28070948542918,19.634457296501495,-92.37269697052302,19.542469811407656,-92.46468445561686,19.634457296501495,-92.28070948542918,19.634457296501495,-92.28070948542918,19.450482326313818,-92.46468445561686,19.450482326313818,
